track_name,album_name
Sad Beautiful Tragic - Instrumental With Background Vocals,Taylor Swift Karaoke: Red
The Lucky One - Instrumental With Background Vocals,Taylor Swift Karaoke: Red
Everything Has Changed - Instrumental With Background Vocals,Taylor Swift Karaoke: Red
Starlight - Instrumental With Background Vocals,Taylor Swift Karaoke: Red
Begin Again - Instrumental With Background Vocals,Taylor Swift Karaoke: Red
Mine - POP Mix,Speak Now (Japanese Version)
Sparks Fly,Speak Now (Japanese Version)
Back To December,Speak Now (Japanese Version)
Speak Now,Speak Now (Japanese Version)
Dear John,Speak Now (Japanese Version)
Mean,Speak Now (Japanese Version)
The Story Of Us,Speak Now (Japanese Version)
Never Grow Up,Speak Now (Japanese Version)
Enchanted,Speak Now (Japanese Version)
Better Than Revenge,Speak Now (Japanese Version)
Innocent,Speak Now (Japanese Version)
Haunted,Speak Now (Japanese Version)
Last Kiss,Speak Now (Japanese Version)
Long Live,Speak Now (Japanese Version)
Sparks Fly - Live/2011,Speak Now World Tour Live
Mine - Live/2011,Speak Now World Tour Live
The Story Of Us - Live,Speak Now World Tour Live
Mean - Live/2011,Speak Now World Tour Live
Ours - Live/2011,Speak Now World Tour Live
Back To December/Apologize/You're Not Sorry - Live/2011/Medley,Speak Now World Tour Live
Better Than Revenge - Live/2011,Speak Now World Tour Live
Speak Now - Live/2011,Speak Now World Tour Live
Last Kiss - Live/2011,Speak Now World Tour Live
Drops Of Jupiter - Live/2011,Speak Now World Tour Live
Bette Davis Eyes - Live/2011,Speak Now World Tour Live
I Want You Back - Live/2011,Speak Now World Tour Live
Dear John - Live/2011,Speak Now World Tour Live
Enchanted - Live/2011,Speak Now World Tour Live
Haunted - Live/2011,Speak Now World Tour Live
Long Live - Live/2011,Speak Now World Tour Live
Mine,Speak Now
Sparks Fly,Speak Now
Back To December,Speak Now
Speak Now,Speak Now
Dear John,Speak Now
Mean,Speak Now
The Story Of Us,Speak Now
Never Grow Up,Speak Now
Enchanted,Speak Now
Better Than Revenge,Speak Now
Innocent,Speak Now
Haunted,Speak Now
Last Kiss,Speak Now
Long Live,Speak Now
Mine - POP Mix,Speak Now
Mine - Commentary,Speak Now (Big Machine Radio Release Special)
Mine,Speak Now (Big Machine Radio Release Special)
Sparks Fly - Commentary,Speak Now (Big Machine Radio Release Special)
Sparks Fly,Speak Now (Big Machine Radio Release Special)
Back To December - Commentary,Speak Now (Big Machine Radio Release Special)
Back To December,Speak Now (Big Machine Radio Release Special)
Speak Now - Commentary,Speak Now (Big Machine Radio Release Special)
Speak Now,Speak Now (Big Machine Radio Release Special)
Dear John - Commentary,Speak Now (Big Machine Radio Release Special)
Dear John,Speak Now (Big Machine Radio Release Special)
Mean - Commentary,Speak Now (Big Machine Radio Release Special)
Mean,Speak Now (Big Machine Radio Release Special)
The Story Of Us - Commentary,Speak Now (Big Machine Radio Release Special)
The Story Of Us,Speak Now (Big Machine Radio Release Special)
Never Grow Up - Commentary,Speak Now (Big Machine Radio Release Special)
Never Grow Up,Speak Now (Big Machine Radio Release Special)
Enchanted - Commentary,Speak Now (Big Machine Radio Release Special)
Enchanted,Speak Now (Big Machine Radio Release Special)
Better Than Revenge - Commentary,Speak Now (Big Machine Radio Release Special)
Better Than Revenge,Speak Now (Big Machine Radio Release Special)
Innocent - Commentary,Speak Now (Big Machine Radio Release Special)
Innocent,Speak Now (Big Machine Radio Release Special)
Haunted - Commentary,Speak Now (Big Machine Radio Release Special)
Haunted,Speak Now (Big Machine Radio Release Special)
Last Kiss - Commentary,Speak Now (Big Machine Radio Release Special)
Last Kiss,Speak Now (Big Machine Radio Release Special)
Long Live - Commentary,Speak Now (Big Machine Radio Release Special)
Long Live,Speak Now (Big Machine Radio Release Special)
Mine - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Sparks Fly - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Back To December - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Speak Now - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Dear John - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Mean - Instrumental With Background Vocals,Speak Now (Karaoke Version)
The Story Of Us - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Never Grow Up - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Enchanted - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Better Than Revenge - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Innocent - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Haunted - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Last Kiss - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Long Live - Instrumental With Background Vocals,Speak Now (Karaoke Version)
Mine - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Sparks Fly - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Back To December - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Speak Now - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Dear John - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Mean - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
The Story Of Us - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Never Grow Up - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Enchanted - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Better Than Revenge - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Innocent - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Haunted - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Last Kiss - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Long Live - Instrumental With Background Vocals,Taylor Swift Karaoke: Speak Now
Mine,Speak Now (Deluxe Edition)
Sparks Fly,Speak Now (Deluxe Edition)
Back To December,Speak Now (Deluxe Edition)
Speak Now,Speak Now (Deluxe Edition)
Dear John,Speak Now (Deluxe Edition)
Mean,Speak Now (Deluxe Edition)
The Story Of Us,Speak Now (Deluxe Edition)
Never Grow Up,Speak Now (Deluxe Edition)
Enchanted,Speak Now (Deluxe Edition)
Better Than Revenge,Speak Now (Deluxe Edition)
Innocent,Speak Now (Deluxe Edition)
Haunted,Speak Now (Deluxe Edition)
Last Kiss,Speak Now (Deluxe Edition)
Long Live,Speak Now (Deluxe Edition)
Ours,Speak Now (Deluxe Edition)
If This Was A Movie,Speak Now (Deluxe Edition)
Superman,Speak Now (Deluxe Edition)
Back To December - Acoustic,Speak Now (Deluxe Edition)
Haunted - Acoustic Version,Speak Now (Deluxe Edition)
Mine - POP Mix,Speak Now (Deluxe Edition)
Mine,Speak Now (US Version)
Sparks Fly,Speak Now (US Version)
Back To December,Speak Now (US Version)
Speak Now,Speak Now (US Version)
Dear John,Speak Now (US Version)
Mean,Speak Now (US Version)
The Story Of Us,Speak Now (US Version)
Never Grow Up,Speak Now (US Version)
Enchanted,Speak Now (US Version)
Better Than Revenge,Speak Now (US Version)
Innocent,Speak Now (US Version)
Haunted,Speak Now (US Version)
Last Kiss,Speak Now (US Version)
Long Live,Speak Now (US Version)
Mine - POP Mix,Speak Now (Deluxe Package)
Sparks Fly,Speak Now (Deluxe Package)
Back To December,Speak Now (Deluxe Package)
Speak Now,Speak Now (Deluxe Package)
Dear John,Speak Now (Deluxe Package)
Mean,Speak Now (Deluxe Package)
The Story Of Us,Speak Now (Deluxe Package)
Never Grow Up,Speak Now (Deluxe Package)
Enchanted,Speak Now (Deluxe Package)
Better Than Revenge,Speak Now (Deluxe Package)
Innocent,Speak Now (Deluxe Package)
Haunted,Speak Now (Deluxe Package)
Last Kiss,Speak Now (Deluxe Package)
Long Live,Speak Now (Deluxe Package)
Ours,Speak Now (Deluxe Package)
If This Was A Movie,Speak Now (Deluxe Package)
Superman,Speak Now (Deluxe Package)
Back To December - Acoustic,Speak Now (Deluxe Package)
Haunted - Acoustic Version,Speak Now (Deluxe Package)
Mine,Speak Now (Deluxe Package)
Fearless,Fearless
Fifteen,Fearless
Love Story,Fearless
Hey Stephen,Fearless
White Horse,Fearless
You Belong With Me,Fearless
Breathe,Fearless
Tell Me Why,Fearless
You're Not Sorry,Fearless
The Way I Loved You,Fearless
Forever & Always,Fearless
The Best Day,Fearless
Change,Fearless
Our Song,Fearless
Teardrops On My Guitar,Fearless
Should've Said No,Fearless
Beautiful Eyes,Fearless
Picture To Burn - Radio Edit,Fearless
I'm Only Me When I'm With You,Fearless
I Heart ?,Fearless
Love Story - J Stax Radio Mix,Fearless
Fearless,Fearless (International Version)
Fifteen,Fearless (International Version)
Love Story,Fearless (International Version)
Hey Stephen,Fearless (International Version)
White Horse,Fearless (International Version)
You Belong With Me,Fearless (International Version)
Breathe,Fearless (International Version)
Tell Me Why,Fearless (International Version)
You're Not Sorry,Fearless (International Version)
The Way I Loved You,Fearless (International Version)
Forever & Always,Fearless (International Version)
The Best Day,Fearless (International Version)
Change,Fearless (International Version)
Our Song - International Mix,Fearless (International Version)
Teardrops On My Guitar - International Mix,Fearless (International Version)
Should've Said No - International Mix,Fearless (International Version)
Fearless - Commentary,Fearless (Big Machine Radio Release Special)
Fearless,Fearless (Big Machine Radio Release Special)
Fifteen - Commentary,Fearless (Big Machine Radio Release Special)
Fifteen,Fearless (Big Machine Radio Release Special)
Love Story - Commentary,Fearless (Big Machine Radio Release Special)
Love Story,Fearless (Big Machine Radio Release Special)
Hey Stephen - Commentary,Fearless (Big Machine Radio Release Special)
Hey Stephen,Fearless (Big Machine Radio Release Special)
White Horse - Commentary,Fearless (Big Machine Radio Release Special)
White Horse,Fearless (Big Machine Radio Release Special)
You Belong With Me - Commentary,Fearless (Big Machine Radio Release Special)
You Belong With Me,Fearless (Big Machine Radio Release Special)
Breathe - Commentary,Fearless (Big Machine Radio Release Special)
Breathe,Fearless (Big Machine Radio Release Special)
Tell Me Why - Commentary,Fearless (Big Machine Radio Release Special)
Tell Me Why,Fearless (Big Machine Radio Release Special)
You're Not Sorry - Commentary,Fearless (Big Machine Radio Release Special)
You're Not Sorry,Fearless (Big Machine Radio Release Special)
The Way I Loved You - Commentary,Fearless (Big Machine Radio Release Special)
The Way I Loved You,Fearless (Big Machine Radio Release Special)
Forever & Always - Commentary,Fearless (Big Machine Radio Release Special)
Forever & Always,Fearless (Big Machine Radio Release Special)
The Best Day - Commentary,Fearless (Big Machine Radio Release Special)
The Best Day,Fearless (Big Machine Radio Release Special)
Change - Commentary,Fearless (Big Machine Radio Release Special)
Change,Fearless (Big Machine Radio Release Special)
Fearless - Instrumental with BGV,Fearless (Karaoke Version)
Fifteen - Instrumental with BGV,Fearless (Karaoke Version)
Love Story - Instrumental with BGV,Fearless (Karaoke Version)
Hey Stephen - Instrumental with BGV,Fearless (Karaoke Version)
White Horse - Instrumental with BGV,Fearless (Karaoke Version)
You Belong With Me - Instrumental with BGV,Fearless (Karaoke Version)
"Breathe - Instrumental only, no BV",Fearless (Karaoke Version)
Tell Me Why - Instrumental with BGV,Fearless (Karaoke Version)
You're Not Sorry - Instrumental with BGV,Fearless (Karaoke Version)
The Way I Loved You - Instrumental with BGV,Fearless (Karaoke Version)
Forever & Always - Instrumental with BGV,Fearless (Karaoke Version)
The Best Day - Instrumental with BGV,Fearless (Karaoke Version)
Change - Instrumental with BGV,Fearless (Karaoke Version)
Fearless - Instrumental with BGV,Fearless Karaoke
Fifteen - Instrumental with BGV,Fearless Karaoke
Love Story - Instrumental with BGV,Fearless Karaoke
Hey Stephen - Instrumental with BGV,Fearless Karaoke
White Horse - Instrumental with BGV,Fearless Karaoke
You Belong With Me - Instrumental with BGV,Fearless Karaoke
"Breathe - Instrumental only, no BV",Fearless Karaoke
Tell Me Why - Instrumental with BGV,Fearless Karaoke
You're Not Sorry - Instrumental with BGV,Fearless Karaoke
The Way I Loved You - Instrumental with BGV,Fearless Karaoke
Forever & Always - Instrumental with BGV,Fearless Karaoke
The Best Day - Instrumental with BGV,Fearless Karaoke
Change - Instrumental with BGV,Fearless Karaoke
Jump Then Fall,Fearless (Platinum Edition)
Untouchable,Fearless (Platinum Edition)
Forever & Always - Piano Version,Fearless (Platinum Edition)
Come In With The Rain,Fearless (Platinum Edition)
SuperStar,Fearless (Platinum Edition)
The Other Side Of The Door,Fearless (Platinum Edition)
Fearless,Fearless (Platinum Edition)
Fifteen,Fearless (Platinum Edition)
Love Story,Fearless (Platinum Edition)
Hey Stephen,Fearless (Platinum Edition)
White Horse,Fearless (Platinum Edition)
You Belong With Me,Fearless (Platinum Edition)
Breathe,Fearless (Platinum Edition)
Tell Me Why,Fearless (Platinum Edition)
You're Not Sorry,Fearless (Platinum Edition)
The Way I Loved You,Fearless (Platinum Edition)
Forever & Always,Fearless (Platinum Edition)
The Best Day,Fearless (Platinum Edition)
Change,Fearless (Platinum Edition)
Jump Then Fall,Fearless Platinum Edition
Untouchable,Fearless Platinum Edition
Forever & Always - Piano Version,Fearless Platinum Edition
Come In With The Rain,Fearless Platinum Edition
SuperStar,Fearless Platinum Edition
The Other Side Of The Door,Fearless Platinum Edition
Fearless,Fearless Platinum Edition
Fifteen,Fearless Platinum Edition
Love Story,Fearless Platinum Edition
Hey Stephen,Fearless Platinum Edition
White Horse,Fearless Platinum Edition
You Belong With Me,Fearless Platinum Edition
Breathe,Fearless Platinum Edition
Tell Me Why,Fearless Platinum Edition
You're Not Sorry,Fearless Platinum Edition
The Way I Loved You,Fearless Platinum Edition
Forever & Always,Fearless Platinum Edition
The Best Day,Fearless Platinum Edition
Change,Fearless Platinum Edition
Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008
Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008
Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008
Untouchable - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008
Picture To Burn - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008
Should've Said No - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008
Change - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008
Tim McGraw,Taylor Swift
Picture To Burn,Taylor Swift
Teardrops On My Guitar - Radio Single Remix,Taylor Swift
A Place in this World,Taylor Swift
Cold As You,Taylor Swift
The Outside,Taylor Swift
Tied Together with a Smile,Taylor Swift
Stay Beautiful,Taylor Swift
Should've Said No,Taylor Swift
Mary's Song (Oh My My My),Taylor Swift
Our Song,Taylor Swift
I'm Only Me When I'm With You,Taylor Swift
Invisible,Taylor Swift
A Perfectly Good Heart,Taylor Swift
Teardrops on My Guitar - Pop Version,Taylor Swift
Tim McGraw - Commentary,Taylor Swift (Big Machine Radio Release Special)
Tim McGraw,Taylor Swift (Big Machine Radio Release Special)
Picture To Burn - Commentary,Taylor Swift (Big Machine Radio Release Special)
Picture To Burn,Taylor Swift (Big Machine Radio Release Special)
Teardrops On My Guitar - Radio Single Remix / Commentary,Taylor Swift (Big Machine Radio Release Special)
Teardrops On My Guitar - Radio Single Remix,Taylor Swift (Big Machine Radio Release Special)
A Place In This World - Commentary,Taylor Swift (Big Machine Radio Release Special)
A Place In This World,Taylor Swift (Big Machine Radio Release Special)
Cold As You - Commentary,Taylor Swift (Big Machine Radio Release Special)
Cold As You,Taylor Swift (Big Machine Radio Release Special)
The Outside - Commentary,Taylor Swift (Big Machine Radio Release Special)
The Outside,Taylor Swift (Big Machine Radio Release Special)
Tied Together With A Smile - Commentary,Taylor Swift (Big Machine Radio Release Special)
Tied Together With A Smile,Taylor Swift (Big Machine Radio Release Special)
Stay Beautiful - Commentary,Taylor Swift (Big Machine Radio Release Special)
Stay Beautiful,Taylor Swift (Big Machine Radio Release Special)
Should've Said No - Commentary,Taylor Swift (Big Machine Radio Release Special)
Should've Said No,Taylor Swift (Big Machine Radio Release Special)
Mary's Song (Oh My My My) - Commentary,Taylor Swift (Big Machine Radio Release Special)
Mary's Song (Oh My My My),Taylor Swift (Big Machine Radio Release Special)
Our Song - Commentary,Taylor Swift (Big Machine Radio Release Special)
Our Song,Taylor Swift (Big Machine Radio Release Special)
I'm Only Me When I'm With You - Commentary,Taylor Swift (Big Machine Radio Release Special)
I'm Only Me When I'm With You,Taylor Swift (Big Machine Radio Release Special)
Invisible - Commentary,Taylor Swift (Big Machine Radio Release Special)
Invisible,Taylor Swift (Big Machine Radio Release Special)
A Perfectly Good Heart - Commentary,Taylor Swift (Big Machine Radio Release Special)
A Perfectly Good Heart,Taylor Swift (Big Machine Radio Release Special)
Teardrops On My Guitar - Pop Version / Commentary,Taylor Swift (Big Machine Radio Release Special)
Teardrops On My Guitar - Pop Version,Taylor Swift (Big Machine Radio Release Special)
Tim McGraw - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Picture To Burn - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Teardrops On My Guitar - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
A Place In This World - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Cold As You - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
The Outside - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Tied Together With A Smile - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Stay Beautiful - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Should've Said No - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Mary's Song (Oh My My My) - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Our Song - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
I'm Only Me When I'm With You - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Invisible - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
A Perfectly Good Heart - Instrumental w/ BG vocals,Taylor Swift (Karaoke Version)
Tim McGraw - Instrumental w/ BG vocals,Taylor Swift Karaoke
Picture To Burn - Instrumental w/ BG vocals,Taylor Swift Karaoke
Teardrops On My Guitar - Instrumental w/ BG vocals,Taylor Swift Karaoke
A Place In This World - Instrumental w/ BG vocals,Taylor Swift Karaoke
Cold As You - Instrumental w/ BG vocals,Taylor Swift Karaoke
The Outside - Instrumental w/ BG vocals,Taylor Swift Karaoke
Tied Together With A Smile - Instrumental w/ BG vocals,Taylor Swift Karaoke
Stay Beautiful - Instrumental w/ BG vocals,Taylor Swift Karaoke
Should've Said No - Instrumental w/ BG vocals,Taylor Swift Karaoke
Mary's Song (Oh My My My) - Instrumental w/ BG vocals,Taylor Swift Karaoke
Our Song - Instrumental w/ BG vocals,Taylor Swift Karaoke
I'm Only Me When I'm With You - Instrumental w/ BG vocals,Taylor Swift Karaoke
Invisible - Instrumental w/ BG vocals,Taylor Swift Karaoke
A Perfectly Good Heart - Instrumental w/ BG vocals,Taylor Swift Karaoke
